Date,Close,Open,High,Low,Vol,% Change
2009-10-28,599.86,602.97,604.82,596.34,70.54K,0.52%
2009-10-29,581.49,588.23,588.23,575.73,86.78K,-3.06%
2009-10-30,587.12,590.85,594.73,583.75,67.73K,0.97%
2009-11-02,561.71,565.85,565.85,559.98,64.75K,-4.33%
2009-11-03,539.65,557.05,557.05,539.46,64.65K,-3.93%
2009-11-04,537.53,537.82,550.29,533.23,60.28K,-0.39%
2009-11-05,555.54,545.59,556.57,542.31,57.33K,3.35%
2009-11-06,554.88,565.70,569.71,554.88,61.06K,-0.12%
2009-11-09,534.09,544.91,547.28,534.09,47.71K,-3.75%
2009-11-10,524.40,534.78,535.71,520.00,52.49K,-1.81%
2009-11-11,537.59,526.29,537.59,523.05,43.96K,2.52%
2009-11-12,545.98,541.36,550.78,540.58,50.00K,1.56%
2009-11-13,548.21,540.64,549.22,536.90,48.50K,0.41%
2009-11-16,545.70,550.97,554.54,545.70,47.99K,-0.46%
2009-11-17,547.08,549.18,550.13,543.61,50.98K,0.25%
2009-11-18,553.83,547.17,553.83,543.96,51.77K,1.23%
2009-11-19,560.05,556.72,562.64,553.10,62.59K,1.12%
2009-11-20,555.84,558.49,562.28,554.21,53.20K,-0.75%
2009-11-23,537.29,551.92,553.40,537.29,50.34K,-3.34%
2009-11-24,527.13,535.59,538.79,526.93,45.88K,-1.89%
2009-11-25,503.41,519.74,519.74,503.24,66.96K,-4.50%
2009-11-26,482.60,495.60,495.60,479.38,40.27K,-4.13%
2009-11-27,490.62,464.72,503.13,461.48,68.76K,1.66%
2009-11-30,504.12,494.12,506.66,494.12,38.53K,2.75%
2009-12-01,514.92,513.42,518.32,512.15,43.29K,2.14%
2009-12-02,499.14,507.47,514.83,499.14,53.49K,-3.06%
2009-12-03,494.80,494.61,502.14,485.59,42.46K,-0.87%
2009-12-04,494.96,499.87,499.98,493.41,34.84K,0.03%
2009-12-07,498.61,495.43,498.61,491.56,27.77K,0.74%
2009-12-08,488.47,494.64,495.95,485.56,33.73K,-2.03%
2009-12-09,470.63,473.31,474.58,468.40,46.18K,-3.65%
2009-12-10,458.72,474.55,474.55,458.65,38.06K,-2.53%
2009-12-11,444.16,450.60,452.52,442.61,39.32K,-3.17%
2009-12-14,458.39,449.25,460.80,447.89,45.70K,3.20%
2009-12-15,459.44,458.44,463.42,454.84,29.64K,0.23%
2009-12-16,442.10,452.17,452.17,440.20,37.04K,-3.77%
2009-12-17,434.87,432.42,436.41,427.06,39.94K,-1.64%
2009-12-18,443.34,440.88,449.55,440.88,53.78K,1.95%
2009-12-21,460.99,457.08,460.99,452.55,35.20K,3.98%
2009-12-22,465.24,468.03,470.93,462.87,48.11K,0.92%
2009-12-23,470.75,464.13,471.35,463.33,41.08K,1.18%
2009-12-24,479.13,469.21,479.13,464.39,51.98K,1.78%
2009-12-25,495.08,487.92,495.76,487.19,53.66K,3.33%
2009-12-28,492.57,490.68,499.02,485.76,50.08K,-0.51%
2009-12-29,484.45,487.56,493.67,483.76,71.78K,-1.65%
2009-12-30,495.36,484.25,495.36,483.07,56.44K,2.25%
2009-12-31,494.77,502.84,504.84,494.77,70.46K,-0.12%
2010-01-04,517.05,501.74,517.05,501.74,44.92K,4.50%
2010-01-05,532.53,529.23,539.39,529.23,70.05K,2.99%
2010-01-06,534.46,529.47,538.84,526.37,67.36K,0.36%
2010-01-07,533.34,536.78,540.77,530.68,75.68K,-0.21%
2010-01-08,520.90,540.95,544.49,520.90,84.72K,-2.33%
2010-01-11,515.06,522.78,524.06,512.15,44.78K,-1.12%
2010-01-12,498.31,511.24,516.75,498.31,52.74K,-3.25%
2010-01-13,508.61,495.72,508.61,485.75,55.05K,2.07%
2010-01-14,512.33,516.44,517.72,509.25,36.06K,0.73%
2010-01-15,505.42,509.19,512.63,503.29,37.13K,-1.35%
2010-01-18,487.13,499.08,499.24,487.13,41.42K,-3.62%
2010-01-19,495.51,489.84,498.10,489.77,33.64K,1.72%
2010-01-20,489.50,498.73,499.15,489.50,35.90K,-1.21%
2010-01-21,478.42,481.97,489.47,477.80,41.82K,-2.26%
2010-01-22,477.59,474.10,481.69,471.85,30.08K,-0.17%
2010-01-25,480.91,476.75,481.04,476.75,21.33K,0.70%
2010-01-26,497.90,490.12,497.90,490.12,33.76K,3.53%
2010-01-27,486.41,496.86,498.20,486.41,33.82K,-2.31%
2010-01-28,481.76,484.67,487.81,481.47,23.07K,-0.96%
2010-01-29,481.96,481.49,484.15,477.11,26.56K,0.04%
2010-02-01,486.95,482.93,486.95,481.84,23.14K,1.04%
2010-02-02,487.93,489.62,490.86,486.24,27.41K,0.20%
2010-02-03,495.48,490.32,495.85,490.12,26.57K,1.55%
2010-02-04,503.83,496.25,504.35,496.02,36.96K,1.69%
2010-02-05,493.04,495.67,501.06,491.05,33.69K,-2.14%
2010-02-08,491.20,488.86,491.65,487.72,21.68K,-0.37%
2010-02-09,482.89,486.97,488.77,482.38,25.21K,-1.69%
2010-02-10,490.91,486.86,491.17,486.86,19.69K,1.66%
2010-02-11,499.94,492.99,499.97,491.86,21.91K,1.84%
2010-02-12,507.00,505.34,508.72,504.78,23.33K,1.41%
2010-02-22,510.02,513.19,513.19,507.93,21.17K,0.60%
2010-02-23,496.29,504.52,504.52,496.29,27.08K,-2.69%
2010-02-24,494.59,492.89,494.85,490.21,27.43K,-0.34%
2010-02-25,494.99,497.50,500.24,493.73,28.38K,0.08%
2010-02-26,496.91,494.31,496.91,491.97,39.28K,0.39%
2010-03-01,503.01,502.57,505.34,502.43,35.08K,1.23%
2010-03-02,501.00,503.98,505.59,500.08,43.30K,-0.40%
2010-03-03,507.32,505.04,507.32,501.96,37.83K,1.26%
2010-03-04,511.91,510.93,516.77,510.93,50.96K,0.90%
2010-03-05,513.39,512.72,514.47,509.61,45.56K,0.29%
2010-03-08,521.12,517.00,522.83,517.00,55.97K,1.51%
2010-03-09,527.27,520.75,527.30,520.13,62.41K,1.18%
2010-03-10,525.67,526.28,529.63,522.81,57.90K,-0.30%
2010-03-11,524.64,526.93,529.53,524.37,52.45K,-0.20%
2010-03-12,531.51,528.90,531.51,526.70,55.97K,1.31%
2010-03-15,531.86,538.01,538.01,531.55,56.57K,0.07%
2010-03-16,516.08,526.06,529.55,516.08,67.29K,-2.97%
2010-03-17,510.85,519.90,520.14,510.85,51.32K,-1.01%
2010-03-18,519.73,515.24,519.73,510.47,46.31K,1.74%
2010-03-19,515.99,520.14,521.22,515.99,54.36K,-0.72%
2010-03-22,511.58,515.71,517.79,511.58,42.56K,-0.85%
2010-03-23,506.53,512.21,513.07,506.53,45.89K,-0.99%
2010-03-24,512.12,511.05,512.87,508.75,46.05K,1.10%
2010-03-25,503.39,507.85,508.83,502.16,52.07K,-1.70%
2010-03-26,505.30,505.51,506.40,501.64,63.12K,0.38%
2010-03-29,505.67,506.70,509.15,504.05,37.75K,0.07%
2010-03-30,500.72,504.71,506.29,500.72,59.88K,-0.98%
2010-03-31,499.24,501.85,504.00,499.24,52.76K,-0.30%
2010-04-01,508.18,500.31,508.91,499.99,53.67K,1.79%
2010-04-02,510.48,510.38,513.10,508.54,43.47K,0.45%
2010-04-05,514.79,514.17,516.27,513.45,44.73K,0.84%
2010-04-06,515.33,517.48,520.31,515.33,68.80K,0.10%
2010-04-07,515.82,516.21,517.26,512.54,51.48K,0.10%
2010-04-08,515.93,515.72,519.40,514.74,55.89K,0.02%
2010-04-09,517.42,517.06,519.61,516.40,63.63K,0.29%
2010-04-12,519.93,522.12,523.16,519.50,54.42K,0.49%
2010-04-13,517.98,521.04,523.23,517.98,53.75K,-0.38%
2010-04-14,516.21,518.57,518.74,515.81,45.15K,-0.34%
2010-04-15,521.49,521.01,521.49,518.39,53.71K,1.02%
2010-04-16,522.03,523.72,523.99,521.53,63.13K,0.10%
2010-04-19,516.74,521.35,521.69,516.74,61.10K,-1.01%
2010-04-20,515.20,517.36,519.72,515.20,58.67K,-0.30%
2010-04-21,519.70,517.54,520.20,517.54,56.68K,0.87%
2010-04-22,529.31,521.90,534.53,521.90,79.84K,1.85%
2010-04-26,531.21,531.69,535.41,531.21,69.63K,0.36%
2010-04-27,535.72,532.58,536.23,531.57,57.60K,0.85%
2010-04-28,539.20,536.08,539.83,536.08,60.98K,0.65%
2010-04-29,542.37,541.44,542.74,541.19,74.88K,0.59%
2010-05-04,549.12,544.52,550.61,544.52,89.16K,1.24%
2010-05-05,548.01,548.75,551.39,546.13,86.72K,-0.20%
2010-05-06,549.51,549.19,551.40,547.02,81.31K,0.27%
2010-05-07,542.03,548.22,548.22,536.51,112.50K,-1.36%
2010-05-10,534.38,541.49,541.49,532.40,82.68K,-1.41%
2010-05-11,534.36,537.85,539.93,532.72,69.19K,0.00%
2010-05-12,519.60,527.52,527.52,519.60,69.35K,-2.76%
2010-05-13,518.93,521.93,524.20,516.11,60.29K,-0.13%
2010-05-14,520.72,522.92,523.48,519.98,45.57K,0.34%
2010-05-17,511.27,521.30,521.67,509.50,55.11K,-1.81%
2010-05-18,508.30,510.49,510.75,505.13,45.37K,-0.58%
2010-05-19,494.90,503.66,504.57,494.90,60.06K,-2.64%
2010-05-20,503.55,481.80,503.55,481.68,59.96K,1.75%
2010-05-21,483.69,487.76,490.30,482.16,61.06K,-3.94%
2010-05-24,486.19,485.10,489.62,479.56,44.28K,0.52%
2010-05-25,486.25,484.80,490.33,482.86,43.97K,0.01%
2010-05-26,492.69,491.45,492.69,488.29,41.38K,1.32%
2010-05-27,497.16,491.63,497.16,489.75,41.76K,0.91%
2010-05-28,512.99,509.47,513.34,506.43,58.91K,3.18%
2010-05-31,507.44,510.54,513.44,506.32,44.81K,-1.08%
2010-06-01,508.68,505.18,509.13,503.65,37.92K,0.24%
2010-06-02,510.74,505.18,511.10,504.79,40.66K,0.40%
2010-06-03,511.16,516.15,516.22,511.16,51.12K,0.08%
2010-06-04,510.37,511.85,513.00,508.75,52.56K,-0.15%
2010-06-07,496.89,498.94,502.18,494.98,52.05K,-2.64%
2010-06-08,497.19,494.08,497.95,493.20,38.51K,0.06%
2010-06-09,497.56,500.12,502.53,497.24,34.34K,0.07%
2010-06-10,500.51,497.00,500.61,495.40,33.46K,0.59%
2010-06-11,504.29,505.07,506.75,504.29,44.68K,0.76%
2010-06-14,508.32,506.55,509.35,506.31,46.15K,0.80%
2010-06-15,508.01,509.30,510.18,506.50,48.88K,-0.06%
2010-06-16,510.72,510.35,513.07,510.35,51.05K,0.53%
2010-06-17,510.76,510.30,511.16,508.36,53.97K,0.01%
2010-06-18,511.18,511.93,514.04,509.35,63.45K,0.08%
2010-06-21,514.75,515.08,515.76,513.95,48.63K,0.70%
2010-06-22,512.63,513.23,515.39,511.31,78.39K,-0.41%
2010-06-23,512.82,510.27,514.40,508.84,49.29K,0.04%
2010-06-24,511.67,513.57,514.95,511.67,53.14K,-0.22%
2010-06-25,505.12,506.06,509.57,505.12,52.23K,-1.28%
2010-06-28,507.28,505.37,507.71,505.26,48.06K,0.43%
2010-06-29,510.71,509.84,511.37,509.46,46.61K,0.68%
2010-06-30,507.14,501.19,507.14,501.06,59.18K,-0.70%
2010-07-01,504.02,504.11,506.61,503.65,47.26K,-0.62%
2010-07-02,503.65,505.15,505.55,502.50,42.32K,-0.07%
2010-07-05,506.54,505.67,507.08,504.54,39.62K,0.57%
2010-07-06,500.82,505.75,505.75,500.70,52.54K,-1.13%
2010-07-07,496.91,502.50,503.84,496.91,46.41K,-0.78%
2010-07-08,498.55,502.06,502.20,498.55,42.42K,0.33%
2010-07-09,499.46,499.05,501.11,498.96,30.83K,0.18%
2010-07-12,499.93,499.83,500.39,497.16,36.91K,0.09%
2010-07-13,509.08,505.42,509.86,502.58,47.03K,1.83%
2010-07-14,507.34,512.22,512.81,507.34,53.21K,-0.34%
2010-07-15,505.19,505.84,507.63,505.01,42.69K,-0.42%
2010-07-16,506.21,505.47,507.12,504.17,46.03K,0.20%
2010-07-19,506.84,504.25,506.84,503.22,43.41K,0.12%
2010-07-20,506.56,507.04,507.25,505.23,47.75K,-0.06%
2010-07-21,505.40,507.16,507.27,505.35,50.04K,-0.23%
2010-07-22,500.28,503.13,503.62,500.04,50.04K,-1.01%
2010-07-23,500.31,502.79,502.87,499.73,39.66K,0.01%
2010-07-26,498.10,501.20,501.92,498.10,42.46K,-0.44%
2010-07-27,497.67,499.03,501.86,497.67,43.17K,-0.09%
2010-07-28,491.00,497.40,497.86,491.00,46.86K,-1.34%
2010-07-29,491.11,488.92,492.92,488.92,37.47K,0.02%
2010-07-30,493.91,491.30,495.10,491.30,46.04K,0.57%
2010-08-02,491.61,494.78,495.26,491.27,37.38K,-0.47%
2010-08-03,491.90,493.40,496.53,491.90,42.36K,0.06%
2010-08-04,486.71,490.29,490.31,484.66,41.53K,-1.06%
2010-08-05,486.21,488.75,489.17,485.36,37.42K,-0.10%
2010-08-06,482.82,485.22,485.22,482.37,36.67K,-0.70%
2010-08-09,472.74,482.65,482.65,472.51,43.43K,-2.09%
2010-08-10,461.67,468.84,469.31,458.22,57.30K,-2.34%
2010-08-11,463.12,463.08,465.88,458.86,40.06K,0.31%
2010-08-12,448.40,458.03,458.59,448.25,49.74K,-3.18%
2010-08-13,452.73,440.72,452.73,440.72,45.95K,0.97%
2010-08-16,464.76,458.09,464.76,456.88,42.91K,2.66%
2010-08-17,463.52,461.89,463.87,457.19,36.70K,-0.27%
2010-08-18,455.49,461.76,462.12,453.23,37.46K,-1.73%
2010-08-19,452.23,454.50,455.94,450.07,31.55K,-0.72%
2010-08-20,454.84,452.06,454.84,444.38,34.21K,0.58%
2010-08-23,447.92,453.06,453.06,447.92,24.99K,-1.52%
2010-08-24,434.42,441.73,441.73,433.60,47.30K,-3.01%
2010-08-25,423.89,427.01,428.46,421.30,51.49K,-2.42%
2010-08-26,427.07,425.54,429.12,421.81,39.74K,0.75%
2010-08-27,429.14,423.10,431.24,421.73,34.09K,0.48%
2010-08-30,444.55,439.27,445.44,439.27,34.60K,3.59%
2010-08-31,455.08,447.86,455.43,445.36,55.60K,2.37%
2010-09-01,458.75,456.48,458.75,450.93,47.06K,0.81%
2010-09-06,466.00,463.94,469.25,463.94,57.21K,1.58%
2010-09-07,460.59,463.35,467.35,458.93,52.68K,-1.16%
2010-09-08,458.44,454.40,458.44,453.03,56.09K,-0.47%
2010-09-09,463.68,462.53,465.69,459.86,47.98K,1.14%
2010-09-10,451.39,463.48,464.28,451.39,53.02K,-2.65%
2010-09-13,447.27,448.97,452.47,442.43,46.34K,-0.91%
2010-09-14,449.01,450.95,451.46,447.95,37.53K,0.39%
2010-09-15,448.72,449.07,450.48,444.74,38.67K,-0.06%
2010-09-16,449.52,445.69,450.85,445.49,38.08K,0.18%
2010-09-17,457.58,451.49,457.58,450.64,49.76K,1.79%
2010-09-20,457.87,462.01,462.83,457.87,55.55K,0.06%
2010-09-21,453.32,457.73,457.92,453.32,57.42K,-0.99%
2010-09-22,453.90,453.01,455.81,453.01,33.41K,0.13%
2010-09-23,450.77,451.41,453.71,447.16,52.22K,-0.69%
2010-09-24,449.71,449.13,452.28,448.16,34.94K,-0.24%
2010-09-27,450.20,451.17,452.51,449.37,37.41K,0.11%
2010-09-28,455.13,452.07,455.13,452.07,38.95K,1.10%
2010-09-29,452.94,457.99,458.00,452.94,33.20K,-0.48%
2010-09-30,454.52,452.71,454.52,451.28,40.63K,0.35%
2010-10-01,451.71,454.41,455.46,451.71,35.78K,-0.62%
2010-10-04,445.83,452.38,452.38,443.98,50.09K,-1.30%
2010-10-05,450.96,440.91,450.96,440.63,33.23K,1.15%
2010-10-06,460.72,452.88,460.72,452.78,38.31K,2.16%
2010-10-07,462.05,461.99,467.61,460.16,37.35K,0.29%
2010-10-08,459.26,459.30,465.05,459.26,30.51K,-0.60%
2010-10-11,459.32,457.41,461.48,456.60,23.72K,0.01%
2010-10-12,454.32,457.19,459.94,453.72,28.58K,-1.09%
2010-10-13,457.70,453.23,457.70,452.19,25.06K,0.74%
2010-10-14,458.66,459.79,460.92,457.88,23.26K,0.21%
2010-10-15,458.39,457.07,458.39,455.73,25.25K,-0.06%
2010-10-18,457.59,458.44,459.35,456.00,26.65K,-0.17%
2010-10-19,454.25,458.44,459.39,451.82,33.55K,-0.73%
2010-10-20,442.17,450.79,451.04,441.16,41.25K,-2.66%
2010-10-21,445.05,442.09,445.25,440.59,28.77K,0.65%
2010-10-22,445.21,444.84,446.39,441.50,27.82K,0.04%
2010-10-25,448.61,444.67,448.61,443.12,28.65K,0.76%
2010-10-26,455.12,450.23,458.23,450.23,34.95K,1.45%
2010-10-27,450.01,455.23,455.93,448.90,28.56K,-1.12%
2010-10-28,450.07,448.62,451.51,448.28,23.49K,0.01%
2010-10-29,452.63,450.50,452.79,450.29,33.40K,0.57%
2010-11-01,451.06,451.81,451.86,449.83,22.16K,-0.35%
2010-11-02,446.30,448.62,448.87,445.60,25.53K,-1.06%
2010-11-03,444.16,445.33,445.76,442.34,26.11K,-0.48%
2010-11-04,448.95,444.13,448.95,443.97,28.69K,1.08%
2010-11-05,457.27,452.41,457.27,450.09,36.94K,1.85%
2010-11-08,457.13,457.50,458.74,454.41,32.60K,-0.03%
2010-11-09,449.40,455.58,455.65,449.40,41.96K,-1.69%
2010-11-10,451.26,447.72,451.26,447.61,25.47K,0.41%
2010-11-11,446.69,451.24,451.61,446.31,26.42K,-1.01%
2010-11-12,441.60,444.78,446.86,436.50,44.51K,-1.14%
2010-11-15,433.54,440.61,443.08,432.72,29.77K,-1.83%
2010-11-16,426.89,431.08,431.33,425.05,35.34K,-1.53%
2010-11-17,425.50,426.89,430.24,424.32,37.06K,-0.33%
2010-11-18,430.72,427.74,432.05,427.74,32.42K,1.23%
2010-11-19,426.51,434.39,434.42,426.51,27.71K,-0.98%
2010-11-22,426.19,422.71,426.19,419.98,30.14K,-0.08%
2010-11-23,430.81,426.19,430.81,426.03,24.96K,1.08%
2010-11-24,434.48,430.73,434.48,427.99,30.93K,0.85%
2010-11-25,439.85,434.70,440.19,434.70,34.21K,1.24%
2010-11-26,439.94,441.88,443.68,437.29,45.40K,0.02%
2010-11-29,446.36,437.92,446.36,436.38,45.42K,1.46%
2010-11-30,451.59,450.04,456.30,450.04,66.97K,1.17%
2010-12-01,449.93,451.02,453.55,448.13,49.06K,-0.37%
2010-12-02,457.42,450.09,457.42,448.23,66.06K,1.66%
2010-12-03,464.35,462.30,467.20,462.30,71.91K,1.52%
2010-12-06,465.56,467.30,468.78,462.87,96.78K,0.26%
2010-12-07,460.76,461.71,466.10,460.76,85.03K,-1.03%
2010-12-08,452.83,459.41,461.60,452.55,72.50K,-1.72%
2010-12-09,460.45,450.59,460.79,450.16,60.57K,1.68%
2010-12-10,473.06,464.81,473.06,462.39,94.11K,2.74%
2010-12-13,490.22,485.82,490.30,485.73,81.98K,3.63%
2010-12-14,489.65,493.72,496.42,480.64,134.95K,-0.12%
2010-12-15,493.47,492.80,497.09,491.51,95.68K,0.78%
2010-12-16,480.21,484.81,489.70,479.68,80.79K,-2.69%
2010-12-17,485.29,483.00,485.29,476.27,74.15K,1.06%
2010-12-20,478.29,488.30,488.30,478.29,66.94K,-1.44%
2010-12-21,481.78,471.17,483.43,470.14,68.33K,0.73%
2010-12-22,481.53,488.31,488.69,481.53,61.51K,-0.05%
2010-12-23,475.41,481.71,481.71,475.41,57.22K,-1.27%
2010-12-24,472.76,474.16,477.81,470.81,55.82K,-0.56%
2010-12-27,473.05,475.64,476.05,469.64,39.25K,0.06%
2010-12-28,479.33,471.73,479.33,471.73,89.11K,1.33%
2010-12-29,478.75,480.53,481.17,476.53,62.37K,-0.12%
2010-12-30,481.40,477.20,481.51,477.20,57.07K,0.55%
2010-12-31,484.66,480.93,485.22,480.10,60.09K,0.68%
2011-01-04,485.97,485.72,487.83,481.66,29.60K,0.27%
2011-01-05,481.91,487.94,487.94,481.91,40.58K,-0.84%
2011-01-06,482.31,480.86,483.16,479.87,29.49K,0.08%
2011-01-07,481.86,482.77,483.86,481.35,31.36K,-0.09%
2011-01-10,480.55,483.71,485.06,479.58,33.80K,-0.27%
2011-01-11,477.44,477.97,480.79,475.48,35.42K,-0.65%
2011-01-12,478.45,480.82,481.65,477.49,41.21K,0.21%
2011-01-13,484.12,479.95,485.02,479.60,29.07K,1.19%
2011-01-14,489.22,487.06,490.11,486.54,41.50K,1.05%
2011-01-17,495.16,492.89,498.49,492.37,43.81K,1.21%
2011-01-18,497.43,497.05,501.28,496.00,40.80K,0.46%
2011-01-19,505.91,504.93,507.89,503.10,42.89K,1.70%
2011-01-20,511.98,510.17,514.05,510.17,41.21K,1.20%
2011-01-21,519.50,518.32,521.22,518.24,46.99K,1.47%
2011-01-24,509.88,525.70,525.70,509.88,38.33K,-1.85%
2011-01-25,501.97,504.06,506.12,501.87,39.69K,-1.55%
2011-01-26,501.25,498.24,502.02,498.24,22.04K,-0.14%
2011-01-27,502.68,501.25,503.43,498.11,30.03K,0.29%
2011-01-28,510.60,502.77,511.91,502.75,37.63K,1.58%
2011-02-08,520.69,515.70,521.49,515.61,24.86K,1.98%
2011-02-09,522.59,528.69,529.20,522.49,31.77K,0.36%
2011-02-10,520.23,523.25,526.57,519.51,31.58K,-0.45%
2011-02-11,519.98,522.79,522.79,516.40,35.61K,-0.05%
2011-02-14,514.05,520.73,522.37,514.05,35.50K,-1.14%
2011-02-15,517.87,509.28,517.98,509.28,34.38K,0.74%
2011-02-16,513.11,519.55,519.70,513.11,30.00K,-0.92%
2011-02-17,509.83,510.69,511.04,505.50,35.96K,-0.64%
2011-02-18,503.92,509.10,510.75,502.55,38.44K,-1.16%
2011-02-21,483.68,497.71,497.71,481.86,50.54K,-4.02%
2011-02-22,470.02,467.40,471.68,467.40,52.16K,-2.82%
2011-02-23,470.67,468.97,474.02,466.88,36.92K,0.14%
2011-02-24,461.29,462.43,462.87,455.74,43.12K,-1.99%
2011-02-25,466.96,460.57,467.97,457.96,28.62K,1.23%
2011-02-28,461.37,467.12,474.22,461.37,34.26K,-1.20%
2011-03-01,466.12,458.21,466.12,458.14,24.21K,1.03%
2011-03-02,457.83,464.27,466.26,453.33,46.60K,-1.78%
2011-03-03,452.34,449.78,457.13,449.78,30.74K,-1.20%
2011-03-04,459.23,454.73,459.23,452.61,32.86K,1.52%
2011-03-07,468.22,465.21,468.22,464.44,23.63K,1.96%
2011-03-08,475.38,471.78,477.52,471.78,29.85K,1.53%
2011-03-09,470.51,474.80,475.19,466.72,31.21K,-1.02%
2011-03-10,482.49,467.54,482.54,467.54,46.17K,2.55%
2011-03-11,495.06,490.13,496.22,490.13,43.50K,2.61%
2011-03-14,479.90,491.95,493.20,479.90,45.60K,-3.06%
2011-03-15,468.74,470.47,476.30,468.20,37.67K,-2.33%
2011-03-16,463.58,467.17,470.64,461.57,36.31K,-1.10%
2011-03-17,460.53,461.48,468.28,457.01,36.01K,-0.66%
2011-03-18,461.08,459.40,461.88,454.73,53.51K,0.12%
2011-03-21,468.25,467.17,469.52,464.78,41.79K,1.56%
2011-03-22,464.80,470.22,470.98,464.80,37.13K,-0.74%
2011-03-23,467.64,464.00,467.96,463.96,33.72K,0.61%
2011-03-24,461.32,465.12,468.59,461.32,27.58K,-1.35%
2011-03-25,457.74,461.21,462.67,457.66,28.18K,-0.78%
2011-03-28,459.52,458.35,463.37,456.74,24.99K,0.39%
2011-03-29,457.88,460.68,462.31,456.02,36.12K,-0.36%
2011-03-30,460.04,454.33,460.10,454.31,28.06K,0.47%
2011-03-31,461.13,462.27,465.31,460.74,27.89K,0.24%
2011-04-01,459.17,460.80,463.11,458.55,23.35K,-0.43%
2011-04-04,457.25,459.95,460.65,457.25,24.64K,-0.42%
2011-04-05,457.20,458.19,459.10,454.86,23.34K,-0.01%
2011-04-06,464.94,458.51,464.94,458.05,27.35K,1.69%
2011-04-07,463.49,464.72,465.85,462.00,27.54K,-0.31%
2011-04-08,464.29,462.51,464.53,462.19,20.31K,0.17%
2011-04-13,461.01,464.21,464.74,461.01,25.95K,-0.71%
2011-04-14,460.63,459.87,462.34,459.87,24.31K,-0.08%
2011-04-15,460.96,462.17,463.50,460.90,24.47K,0.07%
2011-04-18,455.46,458.39,459.16,454.79,29.84K,-1.19%
2011-04-19,453.74,453.59,457.63,453.54,22.45K,-0.38%
2011-04-20,458.50,454.57,458.50,454.29,21.04K,1.05%
2011-04-21,460.30,458.38,462.74,458.26,21.51K,0.39%
2011-04-22,456.45,460.89,462.44,454.01,23.57K,-0.84%
2011-04-25,465.62,458.99,467.01,458.99,26.29K,2.01%
2011-04-26,461.86,463.77,468.12,461.54,28.30K,-0.81%
2011-04-27,469.32,465.98,469.32,463.68,28.53K,1.62%
2011-04-28,472.93,472.17,474.65,472.17,23.60K,0.77%
2011-04-29,480.08,477.43,481.13,477.07,25.17K,1.51%
2011-05-04,486.58,483.30,488.02,482.62,21.20K,1.35%
2011-05-05,479.29,485.96,486.99,476.48,21.99K,-1.50%
2011-05-06,472.71,472.52,473.63,470.13,23.69K,-1.37%
2011-05-09,477.47,469.01,477.47,467.77,18.94K,1.01%
2011-05-10,481.29,479.01,481.69,478.58,17.97K,0.80%
2011-05-11,483.15,479.07,483.74,479.06,21.65K,0.39%
2011-05-12,482.14,483.10,484.74,480.13,22.05K,-0.21%
2011-05-13,479.67,482.01,482.51,478.58,18.22K,-0.51%
2011-05-16,471.49,479.01,481.51,471.49,25.36K,-1.71%
2011-05-17,464.35,471.49,474.57,464.35,24.13K,-1.51%
2011-05-18,454.91,457.92,459.19,451.49,28.52K,-2.03%
2011-05-19,444.85,450.92,456.47,444.85,25.46K,-2.21%
2011-05-20,432.87,444.85,444.85,432.24,26.74K,-2.69%
2011-05-23,417.82,429.74,430.54,416.14,31.75K,-3.48%
2011-05-24,402.59,407.13,407.61,402.07,39.02K,-3.65%
2011-05-25,386.36,388.64,389.90,385.72,35.54K,-4.03%
2011-05-26,398.04,386.36,398.04,371.03,47.22K,3.02%
2011-05-27,410.82,406.75,410.82,405.78,29.91K,3.21%
2011-05-30,412.10,417.07,417.35,412.00,27.11K,0.31%
2011-05-31,421.37,414.98,421.37,414.88,22.75K,2.25%
2011-06-01,435.69,422.98,435.69,420.88,33.94K,3.40%
2011-06-02,450.59,446.66,450.59,445.98,34.35K,3.42%
2011-06-03,443.41,461.93,461.93,436.50,47.64K,-1.59%
2011-06-06,433.81,434.97,436.91,430.15,22.89K,-2.17%
2011-06-07,443.68,443.11,448.40,441.40,31.80K,2.28%
2011-06-08,439.57,445.43,446.99,436.15,37.45K,-0.93%
2011-06-09,443.95,439.82,444.13,437.87,33.51K,1.00%
2011-06-10,445.00,446.54,451.81,445.00,41.11K,0.24%
2011-06-13,442.69,443.49,446.12,442.02,57.63K,-0.52%
2011-06-14,441.54,441.09,452.55,440.57,61.90K,-0.26%
2011-06-15,441.45,442.85,443.41,436.24,49.90K,-0.02%
2011-06-16,445.17,439.58,445.66,438.51,34.49K,0.84%
2011-06-17,438.93,445.88,446.98,438.64,47.40K,-1.40%
2011-06-20,431.63,438.13,440.17,431.59,43.78K,-1.66%
2011-06-21,442.74,432.81,442.74,432.81,29.72K,2.57%
2011-06-22,439.63,444.28,445.49,439.29,24.94K,-0.70%
2011-06-23,434.75,436.85,440.51,434.40,19.98K,-1.11%
2011-06-24,433.40,436.17,436.20,432.79,21.92K,-0.31%
2011-06-27,434.25,436.95,438.53,433.62,25.51K,0.20%
2011-06-28,432.31,434.05,435.86,430.91,21.08K,-0.45%
2011-06-29,434.60,433.07,434.92,430.91,25.76K,0.53%
2011-06-30,432.54,435.21,435.63,432.17,24.18K,-0.47%
2011-07-01,425.29,429.91,430.04,424.26,23.92K,-1.68%
2011-07-04,425.42,425.04,426.17,423.39,23.94K,0.03%
